Team1_x,LG,OB,롯데,삼성,쌍방울,태평양,한화,해태
LG,0.0,14.5,16.5,11.5,25.5,7.5,6.5,11.0
OB,-14.5,0.0,2.0,-3.0,11.0,-7.0,-8.0,-3.5
롯데,-16.5,-2.0,0.0,-5.0,9.0,-9.0,-10.0,-5.5
삼성,-11.5,3.0,5.0,0.0,14.0,-4.0,-5.0,-0.5
쌍방울,-25.5,-11.0,-9.0,-14.0,0.0,-18.0,-19.0,-14.5
태평양,-7.5,7.0,9.0,4.0,18.0,0.0,-1.0,3.5
한화,-6.5,8.0,10.0,5.0,19.0,1.0,0.0,4.5
해태,-11.0,3.5,5.5,0.5,14.5,-3.5,-4.5,0.0
