Team1_x,LG,OB,롯데,빙그레,삼성,쌍방울,태평양,해태
LG,0.0,6.5,5.0,1.5,1.5,8.5,3.5,-2.5
OB,-6.5,0.0,-1.5,-5.0,-5.0,2.0,-3.0,-9.0
롯데,-5.0,1.5,0.0,-3.5,-3.5,3.5,-1.5,-7.5
빙그레,-1.5,5.0,3.5,0.0,0.0,7.0,2.0,-4.0
삼성,-1.5,5.0,3.5,0.0,0.0,7.0,2.0,-4.0
쌍방울,-8.5,-2.0,-3.5,-7.0,-7.0,0.0,-5.0,-11.0
태평양,-3.5,3.0,1.5,-2.0,-2.0,5.0,0.0,-6.0
해태,2.5,9.0,7.5,4.0,4.0,11.0,6.0,0.0
