Team1_x,LG,OB,롯데,삼성,쌍방울,태평양,한화,해태
LG,0.0,0.5,2.5,4.5,8.0,10.5,5.0,5.0
OB,-0.5,0.0,2.0,4.0,7.5,10.0,4.5,4.5
롯데,-2.5,-2.0,0.0,2.0,5.5,8.0,2.5,2.5
삼성,-4.5,-4.0,-2.0,0.0,3.5,6.0,0.5,0.5
쌍방울,-8.0,-7.5,-5.5,-3.5,0.0,2.5,-3.0,-3.0
태평양,-10.5,-10.0,-8.0,-6.0,-2.5,0.0,-5.5,-5.5
한화,-5.0,-4.5,-2.5,-0.5,3.0,5.5,0.0,0.0
해태,-5.0,-4.5,-2.5,-0.5,3.0,5.5,0.0,0.0
