Team1_x,LG,OB,롯데,빙그레,삼성,태평양,해태
LG,0.0,19.0,11.0,-3.5,-3.0,4.0,2.5
OB,-19.0,0.0,-8.0,-22.5,-22.0,-15.0,-16.5
롯데,-11.0,8.0,0.0,-14.5,-14.0,-7.0,-8.5
빙그레,3.5,22.5,14.5,0.0,0.5,7.5,6.0
삼성,3.0,22.0,14.0,-0.5,0.0,7.0,5.5
태평양,-4.0,15.0,7.0,-7.5,-7.0,0.0,-1.5
해태,-2.5,16.5,8.5,-6.0,-5.5,1.5,0.0
