Team1_x,MBC,OB,롯데,빙그레,삼성,태평양,해태
MBC,0.0,-5.5,0.0,-14.0,-8.0,-7.5,-15.0
OB,5.5,0.0,5.5,-8.5,-2.5,-2.0,-9.5
롯데,0.0,-5.5,0.0,-14.0,-8.0,-7.5,-15.0
빙그레,14.0,8.5,14.0,0.0,6.0,6.5,-1.0
삼성,8.0,2.5,8.0,-6.0,0.0,0.5,-7.0
태평양,7.5,2.0,7.5,-6.5,-0.5,0.0,-7.5
해태,15.0,9.5,15.0,1.0,7.0,7.5,0.0
