Team1_x,LG,두산,롯데,삼성,쌍방울,한화,해태,현대
LG,0.0,-1.0,-3.5,-2.0,12.0,6.0,6.0,-0.5
두산,1.0,0.0,-2.5,-1.0,13.0,7.0,7.0,0.5
롯데,3.5,2.5,0.0,1.5,15.5,9.5,9.5,3.0
삼성,2.0,1.0,-1.5,0.0,14.0,8.0,8.0,1.5
쌍방울,-12.0,-13.0,-15.5,-14.0,0.0,-6.0,-6.0,-12.5
한화,-6.0,-7.0,-9.5,-8.0,6.0,0.0,0.0,-6.5
해태,-6.0,-7.0,-9.5,-8.0,6.0,0.0,0.0,-6.5
현대,0.5,-0.5,-3.0,-1.5,12.5,6.5,6.5,0.0
