Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,6.0,-15.0,1.0,14.0,-10.5,-8.0,-0.5,-17.0,1.0
LG,-6.0,0.0,-21.0,-5.0,8.0,-16.5,-14.0,-6.5,-23.0,-5.0
NC,15.0,21.0,0.0,16.0,29.0,4.5,7.0,14.5,-2.0,16.0
SK,-1.0,5.0,-16.0,0.0,13.0,-11.5,-9.0,-1.5,-18.0,0.0
kt,-14.0,-8.0,-29.0,-13.0,0.0,-24.5,-22.0,-14.5,-31.0,-13.0
넥센,10.5,16.5,-4.5,11.5,24.5,0.0,2.5,10.0,-6.5,11.5
두산,8.0,14.0,-7.0,9.0,22.0,-2.5,0.0,7.5,-9.0,9.0
롯데,0.5,6.5,-14.5,1.5,14.5,-10.0,-7.5,0.0,-16.5,1.5
삼성,17.0,23.0,2.0,18.0,31.0,6.5,9.0,16.5,0.0,18.0
한화,-1.0,5.0,-16.0,0.0,13.0,-11.5,-9.0,-1.5,-18.0,0.0
