Team1_x,KIA,LG,SK,두산,롯데,삼성,한화,히어로즈
KIA,0.0,14.0,-18.0,-8.0,-6.0,-3.0,-6.0,9.0
LG,-14.0,0.0,-32.0,-22.0,-20.0,-17.0,-20.0,-5.0
SK,18.0,32.0,0.0,10.0,12.0,15.0,12.0,27.0
두산,8.0,22.0,-10.0,0.0,2.0,5.0,2.0,17.0
롯데,6.0,20.0,-12.0,-2.0,0.0,3.0,0.0,15.0
삼성,3.0,17.0,-15.0,-5.0,-3.0,0.0,-3.0,12.0
한화,6.0,20.0,-12.0,-2.0,0.0,3.0,0.0,15.0
히어로즈,-9.0,5.0,-27.0,-17.0,-15.0,-12.0,-15.0,0.0
