Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,-1.0,0.0,-2.0,9.0,-2.0,-4.0,-2.0,-5.0,-3.0
LG,1.0,0.0,1.0,-1.0,10.0,-1.0,-3.0,-1.0,-4.0,-2.0
NC,0.0,-1.0,0.0,-2.0,9.0,-2.0,-4.0,-2.0,-5.0,-3.0
SK,2.0,1.0,2.0,0.0,11.0,0.0,-2.0,0.0,-3.0,-1.0
kt,-9.0,-10.0,-9.0,-11.0,0.0,-11.0,-13.0,-11.0,-14.0,-12.0
넥센,2.0,1.0,2.0,0.0,11.0,0.0,-2.0,0.0,-3.0,-1.0
두산,4.0,3.0,4.0,2.0,13.0,2.0,0.0,2.0,-1.0,1.0
롯데,2.0,1.0,2.0,0.0,11.0,0.0,-2.0,0.0,-3.0,-1.0
삼성,5.0,4.0,5.0,3.0,14.0,3.0,1.0,3.0,0.0,2.0
한화,3.0,2.0,3.0,1.0,12.0,1.0,-1.0,1.0,-2.0,0.0
