Team1_x,LG,SK,두산,롯데,삼성,한화,해태,현대
LG,0.0,24.0,-5.5,2.5,-3.0,18.0,12.5,-19.5
SK,-24.0,0.0,-29.5,-21.5,-27.0,-6.0,-11.5,-43.5
두산,5.5,29.5,0.0,8.0,2.5,23.5,18.0,-14.0
롯데,-2.5,21.5,-8.0,0.0,-5.5,15.5,10.0,-22.0
삼성,3.0,27.0,-2.5,5.5,0.0,21.0,15.5,-16.5
한화,-18.0,6.0,-23.5,-15.5,-21.0,0.0,-5.5,-37.5
해태,-12.5,11.5,-18.0,-10.0,-15.5,5.5,0.0,-32.0
현대,19.5,43.5,14.0,22.0,16.5,37.5,32.0,0.0
