Team1_x,KIA,LG,SK,두산,롯데,삼성,한화,히어로즈
KIA,0.0,20.5,6.5,9.0,15.0,14.0,32.5,15.5
LG,-20.5,0.0,-14.0,-11.5,-5.5,-6.5,12.0,-5.0
SK,-6.5,14.0,0.0,2.5,8.5,7.5,26.0,9.0
두산,-9.0,11.5,-2.5,0.0,6.0,5.0,23.5,6.5
롯데,-15.0,5.5,-8.5,-6.0,0.0,-1.0,17.5,0.5
삼성,-14.0,6.5,-7.5,-5.0,1.0,0.0,18.5,1.5
한화,-32.5,-12.0,-26.0,-23.5,-17.5,-18.5,0.0,-17.0
히어로즈,-15.5,5.0,-9.0,-6.5,-0.5,-1.5,17.0,0.0
