Team1_x,MBC,OB,롯데,빙그레,삼성,태평양,해태
MBC,0.0,-3.5,1.5,-21.5,-8.5,-12.0,-16.0
OB,3.5,0.0,5.0,-18.0,-5.0,-8.5,-12.5
롯데,-1.5,-5.0,0.0,-23.0,-10.0,-13.5,-17.5
빙그레,21.5,18.0,23.0,0.0,13.0,9.5,5.5
삼성,8.5,5.0,10.0,-13.0,0.0,-3.5,-7.5
태평양,12.0,8.5,13.5,-9.5,3.5,0.0,-4.0
해태,16.0,12.5,17.5,-5.5,7.5,4.0,0.0
