Team1_x,LG,OB,롯데,빙그레,삼성,태평양,해태
LG,0.0,1.0,0.0,-1.0,0.0,1.0,2.5
OB,-1.0,0.0,-1.0,-2.0,-1.0,0.0,1.5
롯데,0.0,1.0,0.0,-1.0,0.0,1.0,2.5
빙그레,1.0,2.0,1.0,0.0,1.0,2.0,3.5
삼성,0.0,1.0,0.0,-1.0,0.0,1.0,2.5
태평양,-1.0,0.0,-1.0,-2.0,-1.0,0.0,1.5
해태,-2.5,-1.5,-2.5,-3.5,-2.5,-1.5,0.0
