Team1_x,KIA,LG,SK,넥센,두산,롯데,삼성,한화
KIA,0.0,-0.5,-23.0,4.5,-14.5,-7.5,-19.5,8.5
LG,0.5,0.0,-22.5,5.0,-14.0,-7.0,-19.0,9.0
SK,23.0,22.5,0.0,27.5,8.5,15.5,3.5,31.5
넥센,-4.5,-5.0,-27.5,0.0,-19.0,-12.0,-24.0,4.0
두산,14.5,14.0,-8.5,19.0,0.0,7.0,-5.0,23.0
롯데,7.5,7.0,-15.5,12.0,-7.0,0.0,-12.0,16.0
삼성,19.5,19.0,-3.5,24.0,5.0,12.0,0.0,28.0
한화,-8.5,-9.0,-31.5,-4.0,-23.0,-16.0,-28.0,0.0
