Team1_x,MBC,OB,롯데,빙그레,삼성,태평양,해태
MBC,0.0,-7.5,-1.5,-24.5,-11.5,-13.0,-20.0
OB,7.5,0.0,6.0,-17.0,-4.0,-5.5,-12.5
롯데,1.5,-6.0,0.0,-23.0,-10.0,-11.5,-18.5
빙그레,24.5,17.0,23.0,0.0,13.0,11.5,4.5
삼성,11.5,4.0,10.0,-13.0,0.0,-1.5,-8.5
태평양,13.0,5.5,11.5,-11.5,1.5,0.0,-7.0
해태,20.0,12.5,18.5,-4.5,8.5,7.0,0.0
