Team1_x,KIA,LG,SK,두산,롯데,삼성,한화,현대
KIA,0.0,-4.0,-10.0,-13.5,-5.5,-16.5,-12.0,-4.5
LG,4.0,0.0,-6.0,-9.5,-1.5,-12.5,-8.0,-0.5
SK,10.0,6.0,0.0,-3.5,4.5,-6.5,-2.0,5.5
두산,13.5,9.5,3.5,0.0,8.0,-3.0,1.5,9.0
롯데,5.5,1.5,-4.5,-8.0,0.0,-11.0,-6.5,1.0
삼성,16.5,12.5,6.5,3.0,11.0,0.0,4.5,12.0
한화,12.0,8.0,2.0,-1.5,6.5,-4.5,0.0,7.5
현대,4.5,0.5,-5.5,-9.0,-1.0,-12.0,-7.5,0.0
