Team1_x,MBC,OB,롯데,빙그레,삼성,태평양,해태
MBC,0.0,0.5,6.0,-6.5,-7.0,0.5,-9.0
OB,-0.5,0.0,5.5,-7.0,-7.5,0.0,-9.5
롯데,-6.0,-5.5,0.0,-12.5,-13.0,-5.5,-15.0
빙그레,6.5,7.0,12.5,0.0,-0.5,7.0,-2.5
삼성,7.0,7.5,13.0,0.5,0.0,7.5,-2.0
태평양,-0.5,0.0,5.5,-7.0,-7.5,0.0,-9.5
해태,9.0,9.5,15.0,2.5,2.0,9.5,0.0
