Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,5.5,-9.0,-1.0,16.0,-6.5,-8.0,2.0,-13.0,-1.0
LG,-5.5,0.0,-14.5,-6.5,10.5,-12.0,-13.5,-3.5,-18.5,-6.5
NC,9.0,14.5,0.0,8.0,25.0,2.5,1.0,11.0,-4.0,8.0
SK,1.0,6.5,-8.0,0.0,17.0,-5.5,-7.0,3.0,-12.0,0.0
kt,-16.0,-10.5,-25.0,-17.0,0.0,-22.5,-24.0,-14.0,-29.0,-17.0
넥센,6.5,12.0,-2.5,5.5,22.5,0.0,-1.5,8.5,-6.5,5.5
두산,8.0,13.5,-1.0,7.0,24.0,1.5,0.0,10.0,-5.0,7.0
롯데,-2.0,3.5,-11.0,-3.0,14.0,-8.5,-10.0,0.0,-15.0,-3.0
삼성,13.0,18.5,4.0,12.0,29.0,6.5,5.0,15.0,0.0,12.0
한화,1.0,6.5,-8.0,0.0,17.0,-5.5,-7.0,3.0,-12.0,0.0
