Team1_x,LG,두산,롯데,삼성,쌍방울,한화,해태,현대
LG,0.0,2.5,0.5,2.5,7.5,3.0,3.0,5.0
두산,-2.5,0.0,-2.0,0.0,5.0,0.5,0.5,2.5
롯데,-0.5,2.0,0.0,2.0,7.0,2.5,2.5,4.5
삼성,-2.5,0.0,-2.0,0.0,5.0,0.5,0.5,2.5
쌍방울,-7.5,-5.0,-7.0,-5.0,0.0,-4.5,-4.5,-2.5
한화,-3.0,-0.5,-2.5,-0.5,4.5,0.0,0.0,2.0
해태,-3.0,-0.5,-2.5,-0.5,4.5,0.0,0.0,2.0
현대,-5.0,-2.5,-4.5,-2.5,2.5,-2.0,-2.0,0.0
