Team1_x,LG,SK,두산,롯데,삼성,한화,해태,현대
LG,0.0,21.0,-8.5,-1.5,-8.0,10.0,5.5,-22.5
SK,-21.0,0.0,-29.5,-22.5,-29.0,-11.0,-15.5,-43.5
두산,8.5,29.5,0.0,7.0,0.5,18.5,14.0,-14.0
롯데,1.5,22.5,-7.0,0.0,-6.5,11.5,7.0,-21.0
삼성,8.0,29.0,-0.5,6.5,0.0,18.0,13.5,-14.5
한화,-10.0,11.0,-18.5,-11.5,-18.0,0.0,-4.5,-32.5
해태,-5.5,15.5,-14.0,-7.0,-13.5,4.5,0.0,-28.0
현대,22.5,43.5,14.0,21.0,14.5,32.5,28.0,0.0
