Team1_x,LG,두산,롯데,삼성,쌍방울,한화,해태,현대
LG,0.0,-3.5,-6.0,0.0,17.5,5.0,3.5,-0.5
두산,3.5,0.0,-2.5,3.5,21.0,8.5,7.0,3.0
롯데,6.0,2.5,0.0,6.0,23.5,11.0,9.5,5.5
삼성,0.0,-3.5,-6.0,0.0,17.5,5.0,3.5,-0.5
쌍방울,-17.5,-21.0,-23.5,-17.5,0.0,-12.5,-14.0,-18.0
한화,-5.0,-8.5,-11.0,-5.0,12.5,0.0,-1.5,-5.5
해태,-3.5,-7.0,-9.5,-3.5,14.0,1.5,0.0,-4.0
현대,0.5,-3.0,-5.5,0.5,18.0,5.5,4.0,0.0
