Team1_x,LG,OB,롯데,빙그레,삼성,태평양,해태
LG,0.0,29.0,23.0,0.0,2.0,11.5,1.5
OB,-29.0,0.0,-6.0,-29.0,-27.0,-17.5,-27.5
롯데,-23.0,6.0,0.0,-23.0,-21.0,-11.5,-21.5
빙그레,0.0,29.0,23.0,0.0,2.0,11.5,1.5
삼성,-2.0,27.0,21.0,-2.0,0.0,9.5,-0.5
태평양,-11.5,17.5,11.5,-11.5,-9.5,0.0,-10.0
해태,-1.5,27.5,21.5,-1.5,0.5,10.0,0.0
