Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,0.0,-12.5,-0.5,12.5,-9.0,-20.0,4.5,4.0,2.0
LG,0.0,0.0,-12.5,-0.5,12.5,-9.0,-20.0,4.5,4.0,2.0
NC,12.5,12.5,0.0,12.0,25.0,3.5,-7.5,17.0,16.5,14.5
SK,0.5,0.5,-12.0,0.0,13.0,-8.5,-19.5,5.0,4.5,2.5
kt,-12.5,-12.5,-25.0,-13.0,0.0,-21.5,-32.5,-8.0,-8.5,-10.5
넥센,9.0,9.0,-3.5,8.5,21.5,0.0,-11.0,13.5,13.0,11.0
두산,20.0,20.0,7.5,19.5,32.5,11.0,0.0,24.5,24.0,22.0
롯데,-4.5,-4.5,-17.0,-5.0,8.0,-13.5,-24.5,0.0,-0.5,-2.5
삼성,-4.0,-4.0,-16.5,-4.5,8.5,-13.0,-24.0,0.5,0.0,-2.0
한화,-2.0,-2.0,-14.5,-2.5,10.5,-11.0,-22.0,2.5,2.0,0.0
