Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,4.0,-16.0,-1.0,16.0,-9.5,-9.0,1.5,-18.0,1.0
LG,-4.0,0.0,-20.0,-5.0,12.0,-13.5,-13.0,-2.5,-22.0,-3.0
NC,16.0,20.0,0.0,15.0,32.0,6.5,7.0,17.5,-2.0,17.0
SK,1.0,5.0,-15.0,0.0,17.0,-8.5,-8.0,2.5,-17.0,2.0
kt,-16.0,-12.0,-32.0,-17.0,0.0,-25.5,-25.0,-14.5,-34.0,-15.0
넥센,9.5,13.5,-6.5,8.5,25.5,0.0,0.5,11.0,-8.5,10.5
두산,9.0,13.0,-7.0,8.0,25.0,-0.5,0.0,10.5,-9.0,10.0
롯데,-1.5,2.5,-17.5,-2.5,14.5,-11.0,-10.5,0.0,-19.5,-0.5
삼성,18.0,22.0,2.0,17.0,34.0,8.5,9.0,19.5,0.0,19.0
한화,-1.0,3.0,-17.0,-2.0,15.0,-10.5,-10.0,0.5,-19.0,0.0
