Team1_x,LG,두산,롯데,삼성,쌍방울,한화,해태,현대
LG,0.0,-0.5,-2.0,0.5,4.0,0.0,0.0,1.0
두산,0.5,0.0,-1.5,1.0,4.5,0.5,0.5,1.5
롯데,2.0,1.5,0.0,2.5,6.0,2.0,2.0,3.0
삼성,-0.5,-1.0,-2.5,0.0,3.5,-0.5,-0.5,0.5
쌍방울,-4.0,-4.5,-6.0,-3.5,0.0,-4.0,-4.0,-3.0
한화,0.0,-0.5,-2.0,0.5,4.0,0.0,0.0,1.0
해태,0.0,-0.5,-2.0,0.5,4.0,0.0,0.0,1.0
현대,-1.0,-1.5,-3.0,-0.5,3.0,-1.0,-1.0,0.0
