Team1_x,LG,OB,롯데,빙그레,삼성,쌍방울,태평양,해태
LG,0.0,6.5,4.0,5.0,5.0,10.0,13.0,-4.5
OB,-6.5,0.0,-2.5,-1.5,-1.5,3.5,6.5,-11.0
롯데,-4.0,2.5,0.0,1.0,1.0,6.0,9.0,-8.5
빙그레,-5.0,1.5,-1.0,0.0,0.0,5.0,8.0,-9.5
삼성,-5.0,1.5,-1.0,0.0,0.0,5.0,8.0,-9.5
쌍방울,-10.0,-3.5,-6.0,-5.0,-5.0,0.0,3.0,-14.5
태평양,-13.0,-6.5,-9.0,-8.0,-8.0,-3.0,0.0,-17.5
해태,4.5,11.0,8.5,9.5,9.5,14.5,17.5,0.0
