Team1_x,LG,OB,롯데,빙그레,삼성,쌍방울,태평양,해태
LG,0.0,5.0,3.0,2.0,0.5,5.0,5.5,-1.0
OB,-5.0,0.0,-2.0,-3.0,-4.5,0.0,0.5,-6.0
롯데,-3.0,2.0,0.0,-1.0,-2.5,2.0,2.5,-4.0
빙그레,-2.0,3.0,1.0,0.0,-1.5,3.0,3.5,-3.0
삼성,-0.5,4.5,2.5,1.5,0.0,4.5,5.0,-1.5
쌍방울,-5.0,0.0,-2.0,-3.0,-4.5,0.0,0.5,-6.0
태평양,-5.5,-0.5,-2.5,-3.5,-5.0,-0.5,0.0,-6.5
해태,1.0,6.0,4.0,3.0,1.5,6.0,6.5,0.0
