Team1_x,LG,OB,롯데,빙그레,삼성,쌍방울,태평양,해태
LG,0.0,6.5,2.0,-1.5,-1.5,6.5,-0.5,-4.5
OB,-6.5,0.0,-4.5,-8.0,-8.0,0.0,-7.0,-11.0
롯데,-2.0,4.5,0.0,-3.5,-3.5,4.5,-2.5,-6.5
빙그레,1.5,8.0,3.5,0.0,0.0,8.0,1.0,-3.0
삼성,1.5,8.0,3.5,0.0,0.0,8.0,1.0,-3.0
쌍방울,-6.5,0.0,-4.5,-8.0,-8.0,0.0,-7.0,-11.0
태평양,0.5,7.0,2.5,-1.0,-1.0,7.0,0.0,-4.0
해태,4.5,11.0,6.5,3.0,3.0,11.0,4.0,0.0
