Team1_x,LG,OB,롯데,삼성,쌍방울,태평양,한화,해태
LG,0.0,16.5,15.5,12.5,24.0,8.0,7.5,9.0
OB,-16.5,0.0,-1.0,-4.0,7.5,-8.5,-9.0,-7.5
롯데,-15.5,1.0,0.0,-3.0,8.5,-7.5,-8.0,-6.5
삼성,-12.5,4.0,3.0,0.0,11.5,-4.5,-5.0,-3.5
쌍방울,-24.0,-7.5,-8.5,-11.5,0.0,-16.0,-16.5,-15.0
태평양,-8.0,8.5,7.5,4.5,16.0,0.0,-0.5,1.0
한화,-7.5,9.0,8.0,5.0,16.5,0.5,0.0,1.5
해태,-9.0,7.5,6.5,3.5,15.0,-1.0,-1.5,0.0
