Team1_x,KIA,LG,NC,SK,넥센,두산,롯데,삼성,한화
KIA,0.0,-10.0,6.5,1.0,-5.5,-6.0,-4.0,-12.0,15.5
LG,10.0,0.0,16.5,11.0,4.5,4.0,6.0,-2.0,25.5
NC,-6.5,-16.5,0.0,-5.5,-12.0,-12.5,-10.5,-18.5,9.0
SK,-1.0,-11.0,5.5,0.0,-6.5,-7.0,-5.0,-13.0,14.5
넥센,5.5,-4.5,12.0,6.5,0.0,-0.5,1.5,-6.5,21.0
두산,6.0,-4.0,12.5,7.0,0.5,0.0,2.0,-6.0,21.5
롯데,4.0,-6.0,10.5,5.0,-1.5,-2.0,0.0,-8.0,19.5
삼성,12.0,2.0,18.5,13.0,6.5,6.0,8.0,0.0,27.5
한화,-15.5,-25.5,-9.0,-14.5,-21.0,-21.5,-19.5,-27.5,0.0
