Team1_x,LG,OB,롯데,빙그레,삼성,태평양,해태
LG,0.0,28.0,21.0,-2.0,2.0,10.5,2.5
OB,-28.0,0.0,-7.0,-30.0,-26.0,-17.5,-25.5
롯데,-21.0,7.0,0.0,-23.0,-19.0,-10.5,-18.5
빙그레,2.0,30.0,23.0,0.0,4.0,12.5,4.5
삼성,-2.0,26.0,19.0,-4.0,0.0,8.5,0.5
태평양,-10.5,17.5,10.5,-12.5,-8.5,0.0,-8.0
해태,-2.5,25.5,18.5,-4.5,-0.5,8.0,0.0
