Team1_x,LG,OB,롯데,빙그레,삼성,쌍방울,태평양,해태
LG,0.0,5.0,4.0,3.0,5.0,8.5,12.0,-5.5
OB,-5.0,0.0,-1.0,-2.0,0.0,3.5,7.0,-10.5
롯데,-4.0,1.0,0.0,-1.0,1.0,4.5,8.0,-9.5
빙그레,-3.0,2.0,1.0,0.0,2.0,5.5,9.0,-8.5
삼성,-5.0,0.0,-1.0,-2.0,0.0,3.5,7.0,-10.5
쌍방울,-8.5,-3.5,-4.5,-5.5,-3.5,0.0,3.5,-14.0
태평양,-12.0,-7.0,-8.0,-9.0,-7.0,-3.5,0.0,-17.5
해태,5.5,10.5,9.5,8.5,10.5,14.0,17.5,0.0
