Team1_x,LG,OB,롯데,삼성,쌍방울,태평양,한화,해태
LG,0.0,12.5,12.5,9.5,21.0,6.0,8.5,6.0
OB,-12.5,0.0,0.0,-3.0,8.5,-6.5,-4.0,-6.5
롯데,-12.5,0.0,0.0,-3.0,8.5,-6.5,-4.0,-6.5
삼성,-9.5,3.0,3.0,0.0,11.5,-3.5,-1.0,-3.5
쌍방울,-21.0,-8.5,-8.5,-11.5,0.0,-15.0,-12.5,-15.0
태평양,-6.0,6.5,6.5,3.5,15.0,0.0,2.5,0.0
한화,-8.5,4.0,4.0,1.0,12.5,-2.5,0.0,-2.5
해태,-6.0,6.5,6.5,3.5,15.0,0.0,2.5,0.0
