Team1_x,KIA,LG,SK,두산,롯데,삼성,한화,현대
KIA,0.0,0.0,-1.0,1.0,-2.0,-1.0,0.0,-1.0
LG,0.0,0.0,-1.0,1.0,-2.0,-1.0,0.0,-1.0
SK,1.0,1.0,0.0,2.0,-1.0,0.0,1.0,0.0
두산,-1.0,-1.0,-2.0,0.0,-3.0,-2.0,-1.0,-2.0
롯데,2.0,2.0,1.0,3.0,0.0,1.0,2.0,1.0
삼성,1.0,1.0,0.0,2.0,-1.0,0.0,1.0,0.0
한화,0.0,0.0,-1.0,1.0,-2.0,-1.0,0.0,-1.0
현대,1.0,1.0,0.0,2.0,-1.0,0.0,1.0,0.0
