Team1_x,LG,OB,롯데,빙그레,삼성,쌍방울,태평양,해태
LG,0.0,14.5,1.0,-5.0,-5.5,8.5,2.0,-11.5
OB,-14.5,0.0,-13.5,-19.5,-20.0,-6.0,-12.5,-26.0
롯데,-1.0,13.5,0.0,-6.0,-6.5,7.5,1.0,-12.5
빙그레,5.0,19.5,6.0,0.0,-0.5,13.5,7.0,-6.5
삼성,5.5,20.0,6.5,0.5,0.0,14.0,7.5,-6.0
쌍방울,-8.5,6.0,-7.5,-13.5,-14.0,0.0,-6.5,-20.0
태평양,-2.0,12.5,-1.0,-7.0,-7.5,6.5,0.0,-13.5
해태,11.5,26.0,12.5,6.5,6.0,20.0,13.5,0.0
