Team1_x,KIA,LG,SK,두산,롯데,삼성,한화,현대
KIA,0.0,-9.5,-23.0,-17.5,-5.0,-12.5,-15.5,-3.0
LG,9.5,0.0,-13.5,-8.0,4.5,-3.0,-6.0,6.5
SK,23.0,13.5,0.0,5.5,18.0,10.5,7.5,20.0
두산,17.5,8.0,-5.5,0.0,12.5,5.0,2.0,14.5
롯데,5.0,-4.5,-18.0,-12.5,0.0,-7.5,-10.5,2.0
삼성,12.5,3.0,-10.5,-5.0,7.5,0.0,-3.0,9.5
한화,15.5,6.0,-7.5,-2.0,10.5,3.0,0.0,12.5
현대,3.0,-6.5,-20.0,-14.5,-2.0,-9.5,-12.5,0.0
