Team1_x,LG,OB,롯데,빙그레,삼성,태평양,해태
LG,0.0,31.5,23.5,1.0,2.0,11.5,-0.5
OB,-31.5,0.0,-8.0,-30.5,-29.5,-20.0,-32.0
롯데,-23.5,8.0,0.0,-22.5,-21.5,-12.0,-24.0
빙그레,-1.0,30.5,22.5,0.0,1.0,10.5,-1.5
삼성,-2.0,29.5,21.5,-1.0,0.0,9.5,-2.5
태평양,-11.5,20.0,12.0,-10.5,-9.5,0.0,-12.0
해태,0.5,32.0,24.0,1.5,2.5,12.0,0.0
