Team1_x,LG,OB,롯데,삼성,쌍방울,한화,해태,현대
LG,0.0,3.5,7.0,5.5,3.0,5.0,2.0,6.0
OB,-3.5,0.0,3.5,2.0,-0.5,1.5,-1.5,2.5
롯데,-7.0,-3.5,0.0,-1.5,-4.0,-2.0,-5.0,-1.0
삼성,-5.5,-2.0,1.5,0.0,-2.5,-0.5,-3.5,0.5
쌍방울,-3.0,0.5,4.0,2.5,0.0,2.0,-1.0,3.0
한화,-5.0,-1.5,2.0,0.5,-2.0,0.0,-3.0,1.0
해태,-2.0,1.5,5.0,3.5,1.0,3.0,0.0,4.0
현대,-6.0,-2.5,1.0,-0.5,-3.0,-1.0,-4.0,0.0
