Team1_x,KIA,LG,NC,SK,넥센,두산,롯데,삼성,한화
KIA,0.0,4.5,-10.0,-1.0,-5.5,-5.0,-3.5,-13.0,4.5
LG,-4.5,0.0,-14.5,-5.5,-10.0,-9.5,-8.0,-17.5,0.0
NC,10.0,14.5,0.0,9.0,4.5,5.0,6.5,-3.0,14.5
SK,1.0,5.5,-9.0,0.0,-4.5,-4.0,-2.5,-12.0,5.5
넥센,5.5,10.0,-4.5,4.5,0.0,0.5,2.0,-7.5,10.0
두산,5.0,9.5,-5.0,4.0,-0.5,0.0,1.5,-8.0,9.5
롯데,3.5,8.0,-6.5,2.5,-2.0,-1.5,0.0,-9.5,8.0
삼성,13.0,17.5,3.0,12.0,7.5,8.0,9.5,0.0,17.5
한화,-4.5,0.0,-14.5,-5.5,-10.0,-9.5,-8.0,-17.5,0.0
