Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,1.0,-12.5,-4.5,2.5,-7.0,-19.0,-1.5,2.5,2.5
LG,-1.0,0.0,-13.5,-5.5,1.5,-8.0,-20.0,-2.5,1.5,1.5
NC,12.5,13.5,0.0,8.0,15.0,5.5,-6.5,11.0,15.0,15.0
SK,4.5,5.5,-8.0,0.0,7.0,-2.5,-14.5,3.0,7.0,7.0
kt,-2.5,-1.5,-15.0,-7.0,0.0,-9.5,-21.5,-4.0,0.0,0.0
넥센,7.0,8.0,-5.5,2.5,9.5,0.0,-12.0,5.5,9.5,9.5
두산,19.0,20.0,6.5,14.5,21.5,12.0,0.0,17.5,21.5,21.5
롯데,1.5,2.5,-11.0,-3.0,4.0,-5.5,-17.5,0.0,4.0,4.0
삼성,-2.5,-1.5,-15.0,-7.0,0.0,-9.5,-21.5,-4.0,0.0,0.0
한화,-2.5,-1.5,-15.0,-7.0,0.0,-9.5,-21.5,-4.0,0.0,0.0
