Team1_x,LG,OB,롯데,빙그레,삼성,태평양,해태
LG,0.0,13.5,5.5,0.0,2.5,2.5,3.0
OB,-13.5,0.0,-8.0,-13.5,-11.0,-11.0,-10.5
롯데,-5.5,8.0,0.0,-5.5,-3.0,-3.0,-2.5
빙그레,0.0,13.5,5.5,0.0,2.5,2.5,3.0
삼성,-2.5,11.0,3.0,-2.5,0.0,0.0,0.5
태평양,-2.5,11.0,3.0,-2.5,0.0,0.0,0.5
해태,-3.0,10.5,2.5,-3.0,-0.5,-0.5,0.0
