Team1_x,LG,OB,롯데,빙그레,삼성,태평양,해태
LG,0.0,16.0,8.0,-3.5,-1.0,3.0,2.0
OB,-16.0,0.0,-8.0,-19.5,-17.0,-13.0,-14.0
롯데,-8.0,8.0,0.0,-11.5,-9.0,-5.0,-6.0
빙그레,3.5,19.5,11.5,0.0,2.5,6.5,5.5
삼성,1.0,17.0,9.0,-2.5,0.0,4.0,3.0
태평양,-3.0,13.0,5.0,-6.5,-4.0,0.0,-1.0
해태,-2.0,14.0,6.0,-5.5,-3.0,1.0,0.0
