Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,-1.0,-4.0,-4.0,0.0,-2.5,-7.5,0.0,0.0,4.0
LG,1.0,0.0,-3.0,-3.0,1.0,-1.5,-6.5,1.0,1.0,5.0
NC,4.0,3.0,0.0,0.0,4.0,1.5,-3.5,4.0,4.0,8.0
SK,4.0,3.0,0.0,0.0,4.0,1.5,-3.5,4.0,4.0,8.0
kt,0.0,-1.0,-4.0,-4.0,0.0,-2.5,-7.5,0.0,0.0,4.0
넥센,2.5,1.5,-1.5,-1.5,2.5,0.0,-5.0,2.5,2.5,6.5
두산,7.5,6.5,3.5,3.5,7.5,5.0,0.0,7.5,7.5,11.5
롯데,0.0,-1.0,-4.0,-4.0,0.0,-2.5,-7.5,0.0,0.0,4.0
삼성,0.0,-1.0,-4.0,-4.0,0.0,-2.5,-7.5,0.0,0.0,4.0
한화,-4.0,-5.0,-8.0,-8.0,-4.0,-6.5,-11.5,-4.0,-4.0,0.0
