Team1_x,LG,OB,롯데,빙그레,삼성,쌍방울,태평양,해태
LG,0.0,7.5,5.0,1.5,-0.5,7.5,2.5,-3.5
OB,-7.5,0.0,-2.5,-6.0,-8.0,0.0,-5.0,-11.0
롯데,-5.0,2.5,0.0,-3.5,-5.5,2.5,-2.5,-8.5
빙그레,-1.5,6.0,3.5,0.0,-2.0,6.0,1.0,-5.0
삼성,0.5,8.0,5.5,2.0,0.0,8.0,3.0,-3.0
쌍방울,-7.5,0.0,-2.5,-6.0,-8.0,0.0,-5.0,-11.0
태평양,-2.5,5.0,2.5,-1.0,-3.0,5.0,0.0,-6.0
해태,3.5,11.0,8.5,5.0,3.0,11.0,6.0,0.0
