Team1_x,KIA,LG,SK,넥센,두산,롯데,삼성,한화
KIA,0.0,8.5,-1.0,16.0,9.0,-1.5,-8.0,10.0
LG,-8.5,0.0,-9.5,7.5,0.5,-10.0,-16.5,1.5
SK,1.0,9.5,0.0,17.0,10.0,-0.5,-7.0,11.0
넥센,-16.0,-7.5,-17.0,0.0,-7.0,-17.5,-24.0,-6.0
두산,-9.0,-0.5,-10.0,7.0,0.0,-10.5,-17.0,1.0
롯데,1.5,10.0,0.5,17.5,10.5,0.0,-6.5,11.5
삼성,8.0,16.5,7.0,24.0,17.0,6.5,0.0,18.0
한화,-10.0,-1.5,-11.0,6.0,-1.0,-11.5,-18.0,0.0
