Team1_x,MBC,OB,롯데,빙그레,삼성,태평양,해태
MBC,0.0,-7.0,-3.0,-22.5,-10.5,-12.0,-18.5
OB,7.0,0.0,4.0,-15.5,-3.5,-5.0,-11.5
롯데,3.0,-4.0,0.0,-19.5,-7.5,-9.0,-15.5
빙그레,22.5,15.5,19.5,0.0,12.0,10.5,4.0
삼성,10.5,3.5,7.5,-12.0,0.0,-1.5,-8.0
태평양,12.0,5.0,9.0,-10.5,1.5,0.0,-6.5
해태,18.5,11.5,15.5,-4.0,8.0,6.5,0.0
