Team1_x,LG,두산,롯데,삼성,쌍방울,한화,해태,현대
LG,0.0,-11.5,-10.5,-7.0,29.5,-5.0,1.0,-5.5
두산,11.5,0.0,1.0,4.5,41.0,6.5,12.5,6.0
롯데,10.5,-1.0,0.0,3.5,40.0,5.5,11.5,5.0
삼성,7.0,-4.5,-3.5,0.0,36.5,2.0,8.0,1.5
쌍방울,-29.5,-41.0,-40.0,-36.5,0.0,-34.5,-28.5,-35.0
한화,5.0,-6.5,-5.5,-2.0,34.5,0.0,6.0,-0.5
해태,-1.0,-12.5,-11.5,-8.0,28.5,-6.0,0.0,-6.5
현대,5.5,-6.0,-5.0,-1.5,35.0,0.5,6.5,0.0
