Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,2.5,-5.5,-1.5,15.0,-4.5,-6.0,2.0,-8.0,-3.0
LG,-2.5,0.0,-8.0,-4.0,12.5,-7.0,-8.5,-0.5,-10.5,-5.5
NC,5.5,8.0,0.0,4.0,20.5,1.0,-0.5,7.5,-2.5,2.5
SK,1.5,4.0,-4.0,0.0,16.5,-3.0,-4.5,3.5,-6.5,-1.5
kt,-15.0,-12.5,-20.5,-16.5,0.0,-19.5,-21.0,-13.0,-23.0,-18.0
넥센,4.5,7.0,-1.0,3.0,19.5,0.0,-1.5,6.5,-3.5,1.5
두산,6.0,8.5,0.5,4.5,21.0,1.5,0.0,8.0,-2.0,3.0
롯데,-2.0,0.5,-7.5,-3.5,13.0,-6.5,-8.0,0.0,-10.0,-5.0
삼성,8.0,10.5,2.5,6.5,23.0,3.5,2.0,10.0,0.0,5.0
한화,3.0,5.5,-2.5,1.5,18.0,-1.5,-3.0,5.0,-5.0,0.0
