Team1_x,KIA,LG,SK,두산,롯데,삼성,한화,현대
KIA,0.0,-2.5,-3.0,0.0,-2.5,-2.5,-1.5,-4.0
LG,2.5,0.0,-0.5,2.5,0.0,0.0,1.0,-1.5
SK,3.0,0.5,0.0,3.0,0.5,0.5,1.5,-1.0
두산,0.0,-2.5,-3.0,0.0,-2.5,-2.5,-1.5,-4.0
롯데,2.5,0.0,-0.5,2.5,0.0,0.0,1.0,-1.5
삼성,2.5,0.0,-0.5,2.5,0.0,0.0,1.0,-1.5
한화,1.5,-1.0,-1.5,1.5,-1.0,-1.0,0.0,-2.5
현대,4.0,1.5,1.0,4.0,1.5,1.5,2.5,0.0
