Team1_x,LG,OB,롯데,삼성,쌍방울,한화,해태,현대
LG,0.0,2.5,-2.5,-3.0,-12.5,-11.0,-17.5,-11.0
OB,-2.5,0.0,-5.0,-5.5,-15.0,-13.5,-20.0,-13.5
롯데,2.5,5.0,0.0,-0.5,-10.0,-8.5,-15.0,-8.5
삼성,3.0,5.5,0.5,0.0,-9.5,-8.0,-14.5,-8.0
쌍방울,12.5,15.0,10.0,9.5,0.0,1.5,-5.0,1.5
한화,11.0,13.5,8.5,8.0,-1.5,0.0,-6.5,0.0
해태,17.5,20.0,15.0,14.5,5.0,6.5,0.0,6.5
현대,11.0,13.5,8.5,8.0,-1.5,0.0,-6.5,0.0
