Team1_x,LG,두산,롯데,삼성,쌍방울,한화,해태,현대
LG,0.0,-14.5,-15.5,-12.0,29.0,-11.0,-1.5,-8.5
두산,14.5,0.0,-1.0,2.5,43.5,3.5,13.0,6.0
롯데,15.5,1.0,0.0,3.5,44.5,4.5,14.0,7.0
삼성,12.0,-2.5,-3.5,0.0,41.0,1.0,10.5,3.5
쌍방울,-29.0,-43.5,-44.5,-41.0,0.0,-40.0,-30.5,-37.5
한화,11.0,-3.5,-4.5,-1.0,40.0,0.0,9.5,2.5
해태,1.5,-13.0,-14.0,-10.5,30.5,-9.5,0.0,-7.0
현대,8.5,-6.0,-7.0,-3.5,37.5,-2.5,7.0,0.0
