Team1_x,KIA,LG,NC,SK,넥센,두산,롯데,삼성,한화
KIA,0.0,2.5,9.0,5.5,0.5,1.0,4.0,0.5,8.5
LG,-2.5,0.0,6.5,3.0,-2.0,-1.5,1.5,-2.0,6.0
NC,-9.0,-6.5,0.0,-3.5,-8.5,-8.0,-5.0,-8.5,-0.5
SK,-5.5,-3.0,3.5,0.0,-5.0,-4.5,-1.5,-5.0,3.0
넥센,-0.5,2.0,8.5,5.0,0.0,0.5,3.5,0.0,8.0
두산,-1.0,1.5,8.0,4.5,-0.5,0.0,3.0,-0.5,7.5
롯데,-4.0,-1.5,5.0,1.5,-3.5,-3.0,0.0,-3.5,4.5
삼성,-0.5,2.0,8.5,5.0,0.0,0.5,3.5,0.0,8.0
한화,-8.5,-6.0,0.5,-3.0,-8.0,-7.5,-4.5,-8.0,0.0
