Team1_x,LG,두산,롯데,삼성,쌍방울,한화,해태,현대
LG,0.0,-5.0,-8.0,-5.0,13.5,2.0,2.0,-3.0
두산,5.0,0.0,-3.0,0.0,18.5,7.0,7.0,2.0
롯데,8.0,3.0,0.0,3.0,21.5,10.0,10.0,5.0
삼성,5.0,0.0,-3.0,0.0,18.5,7.0,7.0,2.0
쌍방울,-13.5,-18.5,-21.5,-18.5,0.0,-11.5,-11.5,-16.5
한화,-2.0,-7.0,-10.0,-7.0,11.5,0.0,0.0,-5.0
해태,-2.0,-7.0,-10.0,-7.0,11.5,0.0,0.0,-5.0
현대,3.0,-2.0,-5.0,-2.0,16.5,5.0,5.0,0.0
