Team1_x,KIA,LG,NC,SK,넥센,두산,롯데,삼성,한화
KIA,0.0,-19.5,0.5,-10.0,-19.5,-18.0,-13.5,-21.5,12.0
LG,19.5,0.0,20.0,9.5,0.0,1.5,6.0,-2.0,31.5
NC,-0.5,-20.0,0.0,-10.5,-20.0,-18.5,-14.0,-22.0,11.5
SK,10.0,-9.5,10.5,0.0,-9.5,-8.0,-3.5,-11.5,22.0
넥센,19.5,0.0,20.0,9.5,0.0,1.5,6.0,-2.0,31.5
두산,18.0,-1.5,18.5,8.0,-1.5,0.0,4.5,-3.5,30.0
롯데,13.5,-6.0,14.0,3.5,-6.0,-4.5,0.0,-8.0,25.5
삼성,21.5,2.0,22.0,11.5,2.0,3.5,8.0,0.0,33.5
한화,-12.0,-31.5,-11.5,-22.0,-31.5,-30.0,-25.5,-33.5,0.0
