Team1_x,MBC,OB,롯데,빙그레,삼성,태평양,해태
MBC,0.0,-1.0,3.5,-11.0,-6.0,-5.5,-10.0
OB,1.0,0.0,4.5,-10.0,-5.0,-4.5,-9.0
롯데,-3.5,-4.5,0.0,-14.5,-9.5,-9.0,-13.5
빙그레,11.0,10.0,14.5,0.0,5.0,5.5,1.0
삼성,6.0,5.0,9.5,-5.0,0.0,0.5,-4.0
태평양,5.5,4.5,9.0,-5.5,-0.5,0.0,-4.5
해태,10.0,9.0,13.5,-1.0,4.0,4.5,0.0
