Team1_x,LG,OB,롯데,빙그레,삼성,태평양,해태
LG,0.0,20.0,13.5,-5.0,-4.0,4.5,1.5
OB,-20.0,0.0,-6.5,-25.0,-24.0,-15.5,-18.5
롯데,-13.5,6.5,0.0,-18.5,-17.5,-9.0,-12.0
빙그레,5.0,25.0,18.5,0.0,1.0,9.5,6.5
삼성,4.0,24.0,17.5,-1.0,0.0,8.5,5.5
태평양,-4.5,15.5,9.0,-9.5,-8.5,0.0,-3.0
해태,-1.5,18.5,12.0,-6.5,-5.5,3.0,0.0
