Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,3.5,-6.5,-0.5,15.0,-4.5,-6.0,2.0,-6.0,-1.0
LG,-3.5,0.0,-10.0,-4.0,11.5,-8.0,-9.5,-1.5,-9.5,-4.5
NC,6.5,10.0,0.0,6.0,21.5,2.0,0.5,8.5,0.5,5.5
SK,0.5,4.0,-6.0,0.0,15.5,-4.0,-5.5,2.5,-5.5,-0.5
kt,-15.0,-11.5,-21.5,-15.5,0.0,-19.5,-21.0,-13.0,-21.0,-16.0
넥센,4.5,8.0,-2.0,4.0,19.5,0.0,-1.5,6.5,-1.5,3.5
두산,6.0,9.5,-0.5,5.5,21.0,1.5,0.0,8.0,0.0,5.0
롯데,-2.0,1.5,-8.5,-2.5,13.0,-6.5,-8.0,0.0,-8.0,-3.0
삼성,6.0,9.5,-0.5,5.5,21.0,1.5,0.0,8.0,0.0,5.0
한화,1.0,4.5,-5.5,0.5,16.0,-3.5,-5.0,3.0,-5.0,0.0
