Team1_x,LG,OB,롯데,삼성,쌍방울,태평양,한화,해태
LG,0.0,1.5,3.0,4.0,7.0,7.5,4.0,5.0
OB,-1.5,0.0,1.5,2.5,5.5,6.0,2.5,3.5
롯데,-3.0,-1.5,0.0,1.0,4.0,4.5,1.0,2.0
삼성,-4.0,-2.5,-1.0,0.0,3.0,3.5,0.0,1.0
쌍방울,-7.0,-5.5,-4.0,-3.0,0.0,0.5,-3.0,-2.0
태평양,-7.5,-6.0,-4.5,-3.5,-0.5,0.0,-3.5,-2.5
한화,-4.0,-2.5,-1.0,0.0,3.0,3.5,0.0,1.0
해태,-5.0,-3.5,-2.0,-1.0,2.0,2.5,-1.0,0.0
