Team1_x,LG,OB,롯데,빙그레,삼성,태평양,해태
LG,0.0,23.0,16.0,-6.0,-1.0,7.5,1.5
OB,-23.0,0.0,-7.0,-29.0,-24.0,-15.5,-21.5
롯데,-16.0,7.0,0.0,-22.0,-17.0,-8.5,-14.5
빙그레,6.0,29.0,22.0,0.0,5.0,13.5,7.5
삼성,1.0,24.0,17.0,-5.0,0.0,8.5,2.5
태평양,-7.5,15.5,8.5,-13.5,-8.5,0.0,-6.0
해태,-1.5,21.5,14.5,-7.5,-2.5,6.0,0.0
