Team1_x,MBC,OB,롯데,빙그레,삼성,태평양,해태
MBC,0.0,-11.0,-5.5,-21.5,-11.5,-12.0,-19.5
OB,11.0,0.0,5.5,-10.5,-0.5,-1.0,-8.5
롯데,5.5,-5.5,0.0,-16.0,-6.0,-6.5,-14.0
빙그레,21.5,10.5,16.0,0.0,10.0,9.5,2.0
삼성,11.5,0.5,6.0,-10.0,0.0,-0.5,-8.0
태평양,12.0,1.0,6.5,-9.5,0.5,0.0,-7.5
해태,19.5,8.5,14.0,-2.0,8.0,7.5,0.0
