Team1_x,LG,OB,롯데,빙그레,삼성,태평양,해태
LG,0.0,27.0,20.0,-2.0,1.0,10.5,2.5
OB,-27.0,0.0,-7.0,-29.0,-26.0,-16.5,-24.5
롯데,-20.0,7.0,0.0,-22.0,-19.0,-9.5,-17.5
빙그레,2.0,29.0,22.0,0.0,3.0,12.5,4.5
삼성,-1.0,26.0,19.0,-3.0,0.0,9.5,1.5
태평양,-10.5,16.5,9.5,-12.5,-9.5,0.0,-8.0
해태,-2.5,24.5,17.5,-4.5,-1.5,8.0,0.0
