Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,4.5,-8.0,-2.0,16.0,-7.5,-8.0,2.0,-12.0,-1.0
LG,-4.5,0.0,-12.5,-6.5,11.5,-12.0,-12.5,-2.5,-16.5,-5.5
NC,8.0,12.5,0.0,6.0,24.0,0.5,0.0,10.0,-4.0,7.0
SK,2.0,6.5,-6.0,0.0,18.0,-5.5,-6.0,4.0,-10.0,1.0
kt,-16.0,-11.5,-24.0,-18.0,0.0,-23.5,-24.0,-14.0,-28.0,-17.0
넥센,7.5,12.0,-0.5,5.5,23.5,0.0,-0.5,9.5,-4.5,6.5
두산,8.0,12.5,0.0,6.0,24.0,0.5,0.0,10.0,-4.0,7.0
롯데,-2.0,2.5,-10.0,-4.0,14.0,-9.5,-10.0,0.0,-14.0,-3.0
삼성,12.0,16.5,4.0,10.0,28.0,4.5,4.0,14.0,0.0,11.0
한화,1.0,5.5,-7.0,-1.0,17.0,-6.5,-7.0,3.0,-11.0,0.0
