Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,7.5,-8.0,3.0,19.0,-4.5,-5.0,5.0,-12.0,1.0
LG,-7.5,0.0,-15.5,-4.5,11.5,-12.0,-12.5,-2.5,-19.5,-6.5
NC,8.0,15.5,0.0,11.0,27.0,3.5,3.0,13.0,-4.0,9.0
SK,-3.0,4.5,-11.0,0.0,16.0,-7.5,-8.0,2.0,-15.0,-2.0
kt,-19.0,-11.5,-27.0,-16.0,0.0,-23.5,-24.0,-14.0,-31.0,-18.0
넥센,4.5,12.0,-3.5,7.5,23.5,0.0,-0.5,9.5,-7.5,5.5
두산,5.0,12.5,-3.0,8.0,24.0,0.5,0.0,10.0,-7.0,6.0
롯데,-5.0,2.5,-13.0,-2.0,14.0,-9.5,-10.0,0.0,-17.0,-4.0
삼성,12.0,19.5,4.0,15.0,31.0,7.5,7.0,17.0,0.0,13.0
한화,-1.0,6.5,-9.0,2.0,18.0,-5.5,-6.0,4.0,-13.0,0.0
