Team1_x,LG,OB,롯데,빙그레,삼성,태평양,해태
LG,0.0,18.0,11.0,-4.5,-3.0,4.0,1.5
OB,-18.0,0.0,-7.0,-22.5,-21.0,-14.0,-16.5
롯데,-11.0,7.0,0.0,-15.5,-14.0,-7.0,-9.5
빙그레,4.5,22.5,15.5,0.0,1.5,8.5,6.0
삼성,3.0,21.0,14.0,-1.5,0.0,7.0,4.5
태평양,-4.0,14.0,7.0,-8.5,-7.0,0.0,-2.5
해태,-1.5,16.5,9.5,-6.0,-4.5,2.5,0.0
